row_id,arm,supervision,scene,n_px_scored,n_anom,roc_auc,pr_auc,precision,recall,f1,status,note
qae,qae,unsupervised,ang20191004t215336_11,435,35,0.4315000000000019,0.0074199950450149245,0.008544921874999998,1.0,0.016945049624788183,ok,
qae,qae,unsupervised,ang20191004t215336_12,430,30,0.40233333333333315,0.006033912772684393,0.007324218750000003,1.0,0.014541929229277757,ok,
qae,qae,unsupervised,ang20191004t215336_13,445,45,0.3716666666666669,0.00823481367493128,0.010986328125,1.0,0.021733880705143684,ok,
qae,qae,unsupervised,ang20210614t141018_32,470,70,0.282107142857142,0.020819681108351883,0.0100488084984209,1.0,0.0198976691301876,ok,
qae,qae,unsupervised,ang20210614t141018_33,418,18,0.2815277777777792,0.0030426557760680146,0.004394531250000001,1.0,0.008750607681088967,ok,
qae,qae,unsupervised,ang20210614t141018_34,417,17,0.6976470588235322,0.06586243990673162,0.004150390624999999,1.0,0.008266472161439336,ok,
qae,qae,unsupervised,ang20210614t141018_35,426,26,0.538846153846156,0.011716490923053803,0.006347656250000002,1.0,0.012615235322658907,ok,
qae,qae,unsupervised,ang20210614t141018_36,441,41,0.46115853658536404,0.016226278230840788,0.009768009768009766,0.975609756097561,0.01934235976789168,ok,
qae,qae,unsupervised,ang20210614t141018_37,417,17,0.3379411764705845,0.0015410504770171345,0.0016665032839917656,1.0,0.0033274613427285186,ok,
qae,qae,unsupervised,ang20210614t141018_38,408,8,0.49343749999999753,0.0008624710621611149,0.0008,1.0,0.001598721023181455,ok,
quantum_kernel_spec,quantum_kernel,unsupervised,ang20171012t194435_23,474,74,0.3327027027027001,0.010326389619133214,0.015102040816326531,1.0,0.029754724567752314,ok,
quantum_kernel_spec,quantum_kernel,unsupervised,ang20171012t194435_24,411,11,0.6877272727272733,0.011130183960440352,0.0026855468749999996,1.0,0.005356708059410761,ok,
quantum_kernel_spec,quantum_kernel,unsupervised,ang20171012t194435_25,452,52,0.45399038461538627,0.05181264818273632,0.0126953125,1.0,0.02507232401157184,ok,
quantum_kernel_spec,quantum_kernel,unsupervised,ang20171012t194435_26,414,14,0.25232142857142814,0.002945937359520874,0.00341796875,1.0,0.006812652068126521,ok,
quantum_kernel_spec,quantum_kernel,unsupervised,ang20171012t194435_27,427,27,0.31925925925926024,0.006030273795636467,0.006591796875,1.0,0.01309725927722532,ok,
quantum_kernel_spec,quantum_kernel,unsupervised,ang20171012t194435_28,443,43,0.3461046511627919,0.06400730407543943,0.010498046875000002,1.0,0.020777965692196185,ok,
quantum_kernel_spec,quantum_kernel,unsupervised,ang20171012t194435_29,458,58,0.4117672413793089,0.10567970356234627,0.01416015625,1.0,0.027924891670678863,ok,
quantum_kernel_spec,quantum_kernel,unsupervised,ang20171012t194435_30,424,24,0.2586458333333323,0.004337861324417474,0.005859374999999999,1.0,0.011650485436893203,ok,
quantum_kernel_spec,quantum_kernel,unsupervised,ang20171012t194435_31,434,34,0.34492647058823694,0.006595075429521372,0.00830078125,1.0,0.01646489104116223,ok,
quantum_kernel_spec,quantum_kernel,unsupervised,ang20171012t194435_32,456,56,0.34665178571428507,0.028838662071449535,0.013671875000000003,1.0,0.026974951830443166,ok,
quantum_kernel_spec,quantum_kernel,unsupervised,ang20171012t194435_33,469,69,0.40496376811594265,0.07103167537454606,0.016845703125,1.0,0.033133253301320525,ok,
